Rank,Title,Citations,Year,URL,Description
37,Reply to:“Re-evaluating the evidence for a universal genetic boundary among microbial species”,74,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:unp9ATQDT5gC,"It has recently been reported 1 that when one removes multiple genomes within a named species or species defined at the 95% genome-aggregate average nucleotide identity (ANI) level by sampling one genome per species or only two genomes that maximize the represented diversity within the species 1, the ANI discontinuity (or “ANI gap”) observed between species based on all available genomes is lost.[Discontinuity or gap here refers to the small number of genome pairs showing 85–95% ANI relative to counts of pairs showing> 95% and< 85% ANI]. In other words, the bimodal distribution of ANI values previously observed by comparing the~ 90,000 genomes available in the NCBI database 2 disappears. These results also echo earlier findings by others based on different genome datasets [eg 3,]. Murray and colleagues have interpreted these results as evidence that a natural genetic discontinuity (ie, an ANI …"
38,Optimizing high performance distributed memory parallel hash tables for DNA k-mer counting,72,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:prdVHNxh-e8C,"High-throughput DNA sequencing is the mainstay of modern genomics research. A common operation used in bioinformatic analysis for many applications of high-throughput sequencing is the counting and indexing of fixed length substrings of DNA sequences called k-mers. Counting k-mers is often accomplished via hashing, and distributed memory k-mer counting algorithms for large datasets are memory access and network communication bound. In this work, we present two optimized distributed parallel hash table techniques that utilize cache friendly algorithms for local hashing, overlapped communication and computation to hide communication costs, and vectorized hash functions that are specialized for fc-mer and other short key indices. On 4096 cores of the NERSC Cori supercomputer, our implementation completed index construction and query on an approximately 1 TB human genome dataset in just …"
39,Accelerating sequence alignment to graphs,68,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:WC9gN4BGCRcC,"Aligning DNA sequences to an annotated reference is a key step for genotyping in biology. Recent scientific studies have demonstrated improved inference by aligning reads to a variation graph, i.e., a reference sequence augmented with known genetic variations. Given a variation graph in the form of a directed acyclic string graph, the sequence to graph alignment problem seeks to find the best matching path in the graph for an input query sequence. Solving this problem exactly using a sequential dynamic programming algorithm takes quadratic time in terms of the graph size and query length, making it difficult to scale to high throughput DNA sequencing data. In this work, we propose the first parallel algorithm for computing sequence to graph alignments that leverages multiple cores and single-instruction multiple-data (SIMD) operations. We take advantage of the available inter-task parallelism, and provide a …"
40,Parallel construction of multidimensional binary search trees,68,2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:5nxA0vEk-isC,"Multidimensional binary search tree (abbreviated k-d tree) is a popular data structure for the organization and manipulation of spatial data. The data structure is useful in several applications including graph partitioning, hierarchical applications such as molecular dynamics and n-body simulations, and databases. In this paper, we study efficient parallel construction of k-d trees on coarse-grained distributed memory parallel computers. We consider several algorithms for parallel k-d tree construction and analyze them theoretically and experimentally, with a view towards identifying the algorithms that are practically efficient. We have carried out detailed implementations of all the algorithms discussed on the CM-5 and report on experimental results."
41,A greedy alignment-free distance estimator for phylogenetic inference,67,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:M7yex6snE4oC,"Accurate estimation of evolutionary distance between two sequences is fundamental and critical to phylogenetic analysis aiming to reconstruct the correct evolutionary history and estimate the time of divergence between species. Conventionally, sequence alignment is usually used for this purpose due to its high accuracy. However, alignment-based approaches involve high computational cost. Therefore, as an alternative, alignment-free approaches emerge and become popular, mainly owing to their speed superiority. The average common substring (ACS) method [1] is one of the popular alignment-free sequence comparison method. The k-mismatch average common substring (k-ACS) [2] method extends ACS by allowing a bounded number of mismatches."
42,Efficient algorithms and software for detection of full-length LTR retrotransposons,67,2006,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:WF5omc3nYNoC,"LTR retrotransposons constitute one of the most abundant classes of repetitive elements in eukaryotic genomes. In this paper, we present a new algorithm for detection of full-length LTR retrotransposons in genomic sequences. The algorithm identifies regions in a genomic sequence that show structural characteristics of LTR retrotransposons. Three key components distinguish our algorithm from that of current software — (i) a novel method that preprocesses the entire genomic sequence in linear time and produces high quality pairs of LTR candidates in run-time that is constant per pair, (ii) a thorough alignment-based evaluation of candidate pairs to ensure high quality prediction, and (iii) a robust parameter set encompassing both structural constraints and quality controls providing users with a high degree of flexibility. We implemented our algorithm into a software program called LTR_par, which can be run on …"
43,High throughput ANI analysis of 90K prokaryotic genomes reveals clear species boundaries. Nat Commun 9 (1): 5114,66,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:QsKbpXNoaWkC,Description not available
44,Parallel de novo assembly of large genomes from high-throughput short reads,66,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:L8Ckcad2t8MC,"The advent of high-throughput short read technology is revolutionizing life sciences by providing an inexpensive way to sequence genomes at high coverage. Exploiting this technology requires the development of a de novo short read assembler, which is an important open problem that is garnering significant research effort. Current methods are largely limited to microbial organisms, whose genomes are two to three orders of magnitude smaller than complex mammalian and plant genomes. In this paper, we present the design and development of a parallel de novo short read assembler that can scale to large genomes with high coverage. Our approach is based on the string graph formulation. Input reads are mapped to short paths, and the genome is reconstructed as a superpath anchored by distance constraints inferred from read pairs. Our method can handle a mixture of multiple read sizes and multiple paired …"
45,High throughput ANI analysis of 90K prokaryotic genomes reveals clear species boundaries. Nat Commun. 2018; 9: 5114,66,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:6VlyvFCUEfcC,Description not available
46,Parallel short sequence assembly of transcriptomes,65,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:LGlY6t8CeOMC,"BackgroundThe de novo assembly of genomes and transcriptomes from short sequences is a challenging problem. Because of the high coverage needed to assemble short sequences as well as the overhead of modeling the assembly problem as a graph problem, the methods for short sequence assembly are often validated using data from BACs or small sized prokaryotic genomes.ResultsWe present a parallel method for transcriptome assembly from large short sequence data sets. Our solution uses a rigorous graph theoretic framework and tames the computational and space complexity using parallel computers. First, we construct a distributed bidirected graph that captures overlap information. Next, we compact all chains in this graph to determine long unique contigs using undirected parallel list ranking, a problem for which we present an algorithm. Finally, we process this compacted distributed graph to …"
47,"Scalable, memory efficient, high-speed IP lookup algorithms",65,2005,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:roLk4NBRz8UC,"One of the central issues in router performance is IP address lookup based on longest prefix matching. IP address lookup algorithms can be evaluated on a number of metrics-lookup time, update time, memory usage, and to a less important extent, the time to construct the data structure used to support lookups and updates. Many of the existing methods are geared toward optimizing a specific metric, and do not scale well with the ever expanding routing tables and the forthcoming IPv6 where the IP addresses are 128 bits long. In contrast, our effort is directed at simultaneously optimizing multiple metrics and provide solutions that scale to IPv6, with its longer addresses and much larger routing tables. In this paper, we present two IP address lookup schemes-Elevator-Stairs algorithm and logW-Elevators algorithm. For a routing table with N prefixes, The Elevator-Stairs algorithm uses optimal O(N) memory, and …"
48,Space and time efficient parallel algorithms and software for EST clustering,63,2003,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:0EnyYjriUFMC,"Expressed sequence tags, abbreviated as ESTs, are DNA molecules experimentally derived from expressed portions of genes. Clustering of ESTs is essential for gene recognition and for understanding important genetic variations such as those resulting in diseases. We present the algorithmic foundations and implementation of PaCE, a parallel software system we developed for large-scale EST clustering. The novel features of our approach include 1) design of space-efficient algorithms to limit the space required to linear in the size of the input data set, 2) a combination of algorithmic techniques to reduce the total work without sacrificing the quality of EST clustering, and 3) use of parallel processing to reduce runtime and facilitate clustering of large data sets. Using a combination of these techniques, we report the clustering of 327,632 rat ESTs in 47 minutes, and 420,694 Triticum aestivum ESTs in 3 hours and 15 …"
49,SIGGRAPH’98: Proceedings of the 25th Annual Conference on Computer Graphics and Interactive Techniques,63,1998,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:rCNdntzdTkkC,"The creation of believable and endearing characters in computer graphics presents a number of technical challenges, including the modeling, animation and rendering of complex shapes such as heads, hands, and clothing. Traditionally, these shapes have..."
50,Parallel genomic alignments on the cell broadband engine,61,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:ZeXyd9-uunAC,"Genomic alignments, as a means to uncover evolutionary relationships among organisms, are a fundamental tool in computational biology. There is considerable recent interest in using the Cell Broadband Engine, a heterogeneous multicore chip that provides high performance, for biological applications. However, work in genomic alignments so far has been limited to computing optimal alignment scores using quadratic space for the basic global/local alignment problem. In this paper, we present a comprehensive study of developing alignment algorithms on the Cell, exploiting its thread and data level parallelism features. First, we develop a parallel implementation on the Cell that computes optimal alignments and adopts Hirschberg's linear space technique. The former is essential, as merely computing optimal alignment scores is not useful, while the latter is needed to permit alignments of longer sequences. We …"
