Rank,Title,Citations,Year,URL,Description
32,Characterizing Compute-Communication Overlap in GPU-Accelerated Distributed Deep Learning: Performance and Power Implications,4,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:OU6Ihb5iCvQC,"This paper characterizes the interplay between overlapping compute and communication in GPU-accelerated distributed training, a critical but often overlooked aspect impacting performance and power. We systematically evaluate state-of-the-art NVIDIA (H100/A100) and AMD (MI250/MI210) GPUs, investigating the effects of hardware features including numeric precision, specialized cores, and power capping. Experiments across GPT and LLaMA models show that overlap causes significant compute slowdown (an average of 18.9 % and upto 40.0 %) compared to an ideal scenario where compute executes without communication interference. However, overlapping execution is still faster than sequential execution by an average 10.2 % and maximum of 26.6 %. We find overlap increases peak power, specialized datapaths have mixed effects, and power capping severely exacerbates slowdowns. These results …"
33,Carbon aware transformers through joint model-hardware optimization,4,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:SP6oXDckpogC,"The rapid growth of machine learning (ML) systems necessitates a more comprehensive evaluation of their environmental impact, particularly their carbon footprint, which comprises operational carbon from training and inference execution and embodied carbon from hardware manufacturing and its entire life-cycle. Despite the increasing importance of embodied emissions, there is a lack of tools and frameworks to holistically quantify and optimize the total carbon footprint of ML systems. To address this, we propose CATransformers, a carbon-aware architecture search framework that enables sustainability-driven co-optimization of ML models and hardware architectures. By incorporating both operational and embodied carbon metrics into early design space exploration of domain-specific hardware accelerators, CATransformers demonstrates that optimizing for carbon yields design choices distinct from those …"
34,Workload-Aware Hardware Accelerator Mining for Distributed Deep Learning Training,3,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:b0M2c_1WBrUC,"In this paper, we present a novel technique to search for hardware architectures of accelerators optimized for end-to-end training of deep neural networks (DNNs). Our approach addresses both single-device and distributed pipeline and tensor model parallel scenarios, latter being addressed for the first time. The search optimized accelerators for training relevant metrics such as throughput/TDP under a fixed area and power constraints. However, with the proliferation of specialized architectures and complex distributed training mechanisms, the design space exploration of hardware accelerators is very large. Prior work in this space has tried to tackle this by reducing the search space to either a single accelerator execution that too only for inference, or tuning the architecture for specific layers (e.g., convolution). Instead, we take a unique heuristic-based critical path-based approach to determine the best use of available resources (power and area) either for a set of DNN workloads or each workload individually. First, we perform local search to determine the architecture for each pipeline and tensor model stage. Specifically, the system iteratively generates architectural configurations and tunes the design using a novel heuristic-based approach that prioritizes accelerator resources and scheduling to critical operators in a machine learning workload. Second, to address the complexities of distributed training, the local search selects multiple (k) designs per stage. A global search then identifies an accelerator from the top-k sets to optimize training throughput across the stages. We evaluate this work on 11 different DNN models. Compared to a recent …"
35,VectorLiteRAG: Latency-aware and fine-grained resource partitioning for efficient RAG,2,2026,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:K3LRdlH-MEoC,"Retrieval-Augmented Generation leverages vector similarity search to enhance large language models with up-to-date, external knowledge, enabling accurate and reliable responses. While CPU-only vector search incurs high latency on large, high-dimensional indices, co-locating the retriever and the LLM on the GPU leads to resource sharing that can create resource contention. Specifically, vector search is memory and I/O intensive, placing it in direct conflict with LLM inference, which demands memory for KV cache and compute for higher throughput. We present VectorLiterAG, a latency-aware RAG serving system that explicitly orchestrates data placement and execution across retrieval and inference to meet strict end-to-end SLOs. VectorLiterAG is driven by access-pattern analysis and performance estimation to regulate how retrieval variability can be mitigated and managed in the system with LLM inference …"
36,CATransformers: Carbon aware transformers through joint model-hardware optimization,2,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:XiSMed-E-HIC,"Machine learning solutions are rapidly adopted to enable a variety of key use cases, from conversational AI assistants to scientific discovery. This growing adoption is expected to increase the associated lifecycle carbon footprint, including both \emph{operational carbon} from training and inference and \emph{embodied carbon} from AI hardware manufacturing. We introduce \ourframework -- the first carbon-aware co-optimization framework for Transformer-based models and hardware accelerators. By integrating both operational and embodied carbon into early-stage design space exploration, \ourframework enables sustainability-driven model architecture and hardware accelerator co-design that reveals fundamentally different trade-offs than latency- or energy-centric approaches. Evaluated across a range of Transformer models, \ourframework consistently demonstrates the potential to reduce total carbon emissions -- by up to 30\% -- while maintaining accuracy and latency. We further highlight its extensibility through a focused case study on multi-modal models. Our results emphasize the need for holistic optimization methods that prioritize carbon efficiency without compromising model capability and execution time performance. The source code of \ourframework is available at {\small{\href{https://github.com/facebookresearch/CATransformers}{\texttt{https://github.com/facebookresearch/CATransformers}}}}."
37,Data-driven Forecasting of Deep Learning Performance on GPUs,2,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:CHSYGLWDkRkC,Description not available
38,Training a machine learning model using an acceleration pipeline with popular and non-popular micro-batches,1,2026,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:1sJd4Hv_s6UC,"Innovations in training a machine learning model using an accelerator pipeline with deferred updates to model parameters are described. An accelerator identifies one or more first-class micro-batches (“MBs”) and a second-class MB of a working set. A first-class MB contains, as inputs, frequently accessed embeddings stored in graphics processing unit (“GPU”) memory. The accelerator schedules the first-class MB (s) for training using one or more GPUs. During the training, the accelerator obtains the second-class MB, which contains, as inputs, non-frequently accessed embeddings stored in main memory. At least some updates to the model parameters from the training with the first-class MB (s) are deferred until after training with the second-class MB. The accelerator schedules the second-class MB for training. Finally, after the training with the second-class MB, the accelerator updates the non-frequently accessed …"
39,Slipstream: Semantic-Based Training Acceleration for Recommendation Models,1,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:uWQEDVKXjbEC,"Recommendation models play a crucial role in delivering accurate and tailored user experiences. However, training such models poses significant challenges regarding resource utilization and performance. Prior research has proposed an approach that categorizes embeddings into popular and non-popular classes to reduce the training time for recommendation models. We observe that, even among the popular embeddings, certain embeddings undergo rapid training and exhibit minimal subsequent variation, resulting in saturation. Consequently, updates to these embeddings become redundant. This paper presents Slipstream, a software framework that identifies stale embeddings on the fly and skips their updates to enhance performance. Our experiments demonstrate Slipstream's ability to maintain accuracy while effectively discarding updates to non-varying embeddings. This capability enables Slipstream to …"
40,INTEGRATED HARDWARE ARCHITECTURE AND DISTRIBUTION STRATEGY OPTIMIZATION FOR DEEP LEARNING MODELS,1,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:dshw04ExmUIC,"2023-08-18 Assigned to MICROSOFT TECHNOLOGY LICENSING, LLC reassignment MICROSOFT TECHNOLOGY LICENSING, LLC ASSIGNMENT OF ASSIGNORS INTEREST (SEE DOCUMENT FOR DETAILS). Assignors: TARNAWSKI, JAKUB MICHAL, Mahajan, Divya, PHANISHAYEE, AMAR"
41,NEST: Network-and Memory-Aware Device Placement For Distributed Deep Learning,0,2026,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:l7t_Zn2s7bgC,"The growing scale of deep learning demands distributed training frameworks that jointly reason about parallelism, memory, and network topology. Prior works often rely on heuristic or topology-agnostic search, handling communication and memory separately. Without per-device memory awareness, these methods typically ensure feasibility post hoc by sharding parameters and activations across many devices, increasing synchronization, inflating communication, and underutilizing compute-limiting scalability and efficiency on real datacenter networks. We present NEST, a network-, compute-, and memory-aware device placement framework that unifies model parallelism, topology modeling, and memory feasibility via structured dynamic programming. NEST's DP operates on operator graphs with tensor and expert parallel configurations, explicit allreduce latencies across hierarchical or arbitrary networks, and memory/compute profiles. By factoring parallelism across tensor, pipeline, data, and expert dimensions, NEST defines a principled search space for hybrid strategies while jointly optimizing co-location, network latency, and memory feasibility. Evaluations across diverse hardware and networks show NEST achieves up to 2.43 times higher throughput, better memory efficiency, and improved scalability over state-of-the-art baselines, providing a foundation for co-designing parallelization strategies and datacenter interconnects for next-generation AI infrastructure. The source code of NEST is available at: https://github.com/scai-tech/Nest"
42,EarthSight: A Distributed Framework for Low-Latency Satellite Intelligence,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:WbkHhVStYXYC,"Low-latency delivery of satellite imagery is essential for time-critical applications such as disaster response, intelligence, and infrastructure monitoring. However, traditional pipelines rely on downlinking all captured images before analysis, introducing delays of hours to days due to restricted communication bandwidth. To address these bottlenecks, emerging systems perform onboard machine learning to prioritize which images to transmit. However, these solutions typically treat each satellite as an isolated compute node, limiting scalability and efficiency. Redundant inference across satellites and tasks further strains onboard power and compute costs, constraining mission scope and responsiveness. We present EarthSight, a distributed runtime framework that redefines satellite image intelligence as a distributed decision problem between orbit and ground. EarthSight introduces three core innovations: (1) multi-task inference on satellites using shared backbones to amortize computation across multiple vision tasks; (2) a ground-station query scheduler that aggregates user requests, predicts priorities, and assigns compute budgets to incoming imagery; and (3) dynamic filter ordering, which integrates model selectivity, accuracy, and execution cost to reject low-value images early and conserve resources. EarthSight leverages global context from ground stations and resource-aware adaptive decisions in orbit to enable constellations to perform scalable, low-latency image analysis within strict downlink bandwidth and onboard power budgets. Evaluations using a prior established satellite simulator show that EarthSight reduces average compute …"
43,Flashlight: PyTorch Compiler Extensions to Accelerate Attention Variants,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:Tiz5es2fbqcC,"Attention is a fundamental building block of large language models (LLMs), so there have been many efforts to implement it efficiently. For example, FlashAttention leverages tiling and kernel fusion to optimize attention. Recently, a number of variants of attention have been introduced to enhance model quality or efficiency. Supporting them efficiently remains difficult since they usually require specialized kernels or hand-tuned implementations. FlexAttention recently addressed part of this gap by using static programming templates to support FlashAttention-like kernels for a subset of attention variants. In this paper, we introduce Flashlight, a compiler-native framework within the PyTorch ecosystem that automatically generates fused, FlashAttention-style kernels for arbitrary attention-based programs, without relying on static templates or predefined kernel specializations. Flashlight leverages PyTorch's compilation workflow to fuse and tile attention computations transparently, enabling efficient execution for diverse attention patterns. Not only does it support all variants expressible in the FlexAttention model but it also handles more general, data-dependent attention formulations that are beyond the capabilities of FlexAttention. Our results show that Flashlight produces kernels with competitive or superior performance to FlexAttention, while offering the flexibility of native PyTorch code, enabling developers to rapidly explore new attention models without sacrificing performance."
44,EarthSight: A Distributed Framework for Low-Latency Satellite Intelligence,0,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:738O_yMBCRsC,"Low-latency delivery of satellite imagery is essential for time-critical applications such as disaster response, intelligence, and infrastructure monitoring. However, traditional pipelines rely on downlinking all captured images before analysis, introducing delays of hours to days due to restricted communication bandwidth. To address these bottlenecks, emerging systems perform onboard machine learning to prioritize which images to transmit. However, these solutions typically treat each satellite as an isolated compute node, limiting scalability and efficiency. Redundant inference across satellites and tasks further strains onboard power and compute costs, constraining mission scope and responsiveness. We present EarthSight, a distributed runtime framework that redefines satellite image intelligence as a distributed decision problem between orbit and ground. EarthSight introduces three core innovations:(1) multi-task …"
45,Methods and systems for integrating machine learning/analytics accelerators and relational database systems,0,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:4OULZ7Gr8RgC,"2023-04-19 Assigned to GEORGIA TECH RESEARCH CORPORATION reassignment GEORGIA TECH RESEARCH CORPORATION ASSIGNMENT OF ASSIGNORS INTEREST (SEE DOCUMENT FOR DETAILS). Assignors: ESMAEILZADEH, HADI, KIM, JOON KYUNG, Mahajan, Divya"
46,Accelerating Recommender Model Training by Dynamically Skipping Stale Embeddings,0,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:bFI3QPDXJZMC,"Training recommendation models pose significant challenges regarding resource utilization and performance. Prior research has proposed an approach that categorizes embeddings into popular and non-popular classes to reduce the training time for recommendation models. We observe that, even among the popular embeddings, certain embeddings undergo rapid training and exhibit minimal subsequent variation, resulting in saturation. Consequently, updates to these embeddings lack any contribution to model quality. This paper presents Slipstream, a software framework that identifies stale embeddings on the fly and skips their updates to enhance performance. This capability enables Slipstream to achieve substantial speedup, optimize CPU-GPU bandwidth usage, and eliminate unnecessary memory access. SlipStream showcases training time reductions of 2x, 2.4x, 1.2x, and 1.175x across real-world datasets and configurations, compared to Baseline XDL, Intel-optimized DRLM, FAE, and Hotline, respectively."
47,Accelerating Recommender Model Training by Dynamically Skipping Stale Embeddings,0,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:_xSYboBqXhAC,"Training recommendation models pose significant challenges regarding resource utilization and performance. Prior research has proposed an approach that categorizes embeddings into popular and non-popular classes to reduce the training time for recommendation models. We observe that, even among the popular embeddings, certain embeddings undergo rapid training and exhibit minimal subsequent variation, resulting in saturation. Consequently, updates to these embeddings lack any contribution to model quality. This paper presents Slipstream, a software framework that identifies stale embeddings on the fly and skips their updates to enhance performance. This capability enables Slipstream to achieve substantial speedup, optimize CPU-GPU bandwidth usage, and eliminate unnecessary memory access. SlipStream showcases training time reductions of 2x, 2.4 x, 1.2 x, and 1.175 x across real-world …"
48,NeuPIMs: A NPU-PIM Heterogeneous Acceleration for Batched Inference of Large Language Model,0,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:pyW8ca7W8N0C,Description not available
49,Session details: Session 5A: Accelerators II,0,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:70eg2SAEIzsC,"Session details: Session 5A: Accelerators II | MICRO-54: 54th Annual IEEE/ACM International Symposium on Microarchitecture skip to main content ACM Digital Library home ACM Association for Computing Machinery corporate logo Premium Edition acm open access logo FELD M GmbH Sign in Register Advanced Search Journals Magazines Proceedings Books SIGs Conferences Institutions People More SearchSearch Search ACM Digital Library SearchSearch Advanced Search micro Conference Proceedings Upcoming Events Authors Affiliations Award Winners More Export Citations Select Citation format Please download or close your previous search result export first before starting a new bulk export. Preview is not available. By clicking download,a status dialog will open to start the export process. The process may takea few minutes but once it finishes a file will be downloadable from your browser. You may …"
50,Efficient Algorithms for Device Placement of DNN Graph Operators,0,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HmBa_6gAAAAJ&pagesize=50&citation_for_view=HmBa_6gAAAAJ:RYcK_YlVTxYC,Description not available
